取引No,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード(オンライン決済),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジ担当者名,ID,カテゴリー名,メニュー名,価格,注文数量
RB0120260402214657000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925D0F0718554DD78DA9EA69280BAE99,"その他","丸氷",100,1
RB0120260402214657000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925D0F0718554DD78DA9EA69280BAE99,"ウイスキー","ボウモア12年",1600,3
RB0120260402214657000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925D0F0718554DD78DA9EA69280BAE99,"ウイスキー","ラフロイグ10年",1700,2
RB0120260402214657000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925D0F0718554DD78DA9EA69280BAE99,"BAR SNACKS ","キャンディピーカン",700,1
RB0120260402215538000,2026/04/02,23:51:13,14700,14700,1336,0,14700,1336,0,14700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,01:55:34,"4","大泉",89FDADFF293149AFA55E112EF372F69C,"その他","tablecharge",600,5
RB0120260402215538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89FDADFF293149AFA55E112EF372F69C,"ビール","ガージェリー",1300,1
RB0120260402215538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89FDADFF293149AFA55E112EF372F69C,"NEW CLASSIC COCKTAIL","森のジントニック",1500,2
RB0120260402215538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89FDADFF293149AFA55E112EF372F69C,"NEW CLASSIC COCKTAIL","デイドリームレモネード",1700,1
RB0120260402215538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89FDADFF293149AFA55E112EF372F69C,"JAPANESE COCKTAIL","ゆずマティーニ",1900,2
RB0120260402215538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89FDADFF293149AFA55E112EF372F69C,"JAPANESE COCKTAIL","桜ブロッサム",1900,1
RB0120260402233234000,2026/04/03,00:02:32,17700,17700,1609,0,17700,1609,0,17700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,00:29:57,"D","大泉",7AD6A48B963B4DE0889018A82E5AAE1D,"その他","tablecharge",600,4
RB0120260402233234000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7AD6A48B963B4DE0889018A82E5AAE1D,"その他","丸氷",100,1
RB0120260402233234000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7AD6A48B963B4DE0889018A82E5AAE1D,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,5
RB0120260402233234000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7AD6A48B963B4DE0889018A82E5AAE1D,"ウイスキー","タリスカー10年",1400,1
RB0120260402233234000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7AD6A48B963B4DE0889018A82E5AAE1D,"ビール","ハートランド",1000,1
RB0120260402233234000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7AD6A48B963B4DE0889018A82E5AAE1D,"ウイスキー","ハイランドパーク10年",1400,1
RB0120260402233234000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7AD6A48B963B4DE0889018A82E5AAE1D,"NEW CLASSIC COCKTAIL","森のジントニック",1500,2
RB0120260402233234000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7AD6A48B963B4DE0889018A82E5AAE1D,"BAR SNACKS ","BAR 専用チョコレート",600,4
RB0120260403180145000,2026/04/03,18:24:47,165000,165000,15000,0,165000,15000,170000,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,24,25,00:23:02,"1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E","大泉",707504EAF7F04835A913047D810BAFF7,"イベント","イベント費用",9000,1
RB0120260403180145000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707504EAF7F04835A913047D810BAFF7,"コース&セット","6500円飲み放題付（2時間制）",6500,24
RB0120260403212246000,2026/04/03,23:28:46,11800,11800,1072,0,11800,1072,0,11800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,02:06:00,"C","大泉",8CEC7CD1258B4551A086841B6701E41E,"ラム","フロールデカーニャ12年",1500,1
RB0120260403212246000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8CEC7CD1258B4551A086841B6701E41E,"その他","tablecharge",600,2
RB0120260403212246000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8CEC7CD1258B4551A086841B6701E41E,"その他","丸氷",100,3
RB0120260403212246000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8CEC7CD1258B4551A086841B6701E41E,"ジン","タンカレーNo10",1400,2
RB0120260403212246000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8CEC7CD1258B4551A086841B6701E41E,"ラム","ロイヤルセンテナリオ12年",1200,1
RB0120260403212246000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8CEC7CD1258B4551A086841B6701E41E,"ウイスキー","ラフロイグ10年",1700,1
RB0120260403212246000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8CEC7CD1258B4551A086841B6701E41E,"JAPANESE COCKTAIL","ゆずマティーニ",1900,1
RB0120260403212246000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8CEC7CD1258B4551A086841B6701E41E,"BAR SNACKS ","BAR 専用チョコレート",600,2
RB0120260403222802000,2026/04/04,00:55:06,51100,51100,4645,0,51100,4645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,02:27:04,"D, E","大泉",749CBF9305064A10A148761613FA98EF,"その他","ドリンク",1400,4
RB0120260403222802000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749CBF9305064A10A148761613FA98EF,"その他","tablecharge",600,11
RB0120260403222802000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749CBF9305064A10A148761613FA98EF,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,5
RB0120260403222802000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749CBF9305064A10A148761613FA98EF,"ウイスキー","タリスカー10年",1400,7
RB0120260403222802000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749CBF9305064A10A148761613FA98EF,"ビール","ガージェリー",1300,7
RB0120260403222802000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749CBF9305064A10A148761613FA98EF,"ビール","ガージェリー",1300,1
RB0120260403222802000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749CBF9305064A10A148761613FA98EF,"ジャパニーズウイスキー","余市",1800,4
RB0120260403222802000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749CBF9305064A10A148761613FA98EF,"NEW CLASSIC COCKTAIL","森のジントニック",1500,2
RB0120260403222802000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749CBF9305064A10A148761613FA98EF,"BAR SNACKS ","オリーブ",700,1
RB0120260403222802000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749CBF9305064A10A148761613FA98EF,"BAR SNACKS ","キャンディピーカン",700,1
RB0120260403222802000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749CBF9305064A10A148761613FA98EF,"COLD APPETIZERS","BFAカプレーゼ",1100,1
RB0120260404184046000,2026/04/04,19:56:12,8800,8800,800,0,8800,800,0,8800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,01:15:26,"E","大泉",A60F3CEF4F2F4EA6B7F60353A3D2AA12,"その他","ドリンク",1500,1
RB0120260404184046000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A60F3CEF4F2F4EA6B7F60353A3D2AA12,"その他","tablecharge",600,2
RB0120260404184046000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A60F3CEF4F2F4EA6B7F60353A3D2AA12,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1
RB0120260404184046000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A60F3CEF4F2F4EA6B7F60353A3D2AA12,"NEW CLASSIC COCKTAIL","ベルガモットモスコミュール",1500,1
RB0120260404184046000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A60F3CEF4F2F4EA6B7F60353A3D2AA12,"JAPANESE COCKTAIL","撫子ネグローニ",1900,1
RB0120260404184046000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A60F3CEF4F2F4EA6B7F60353A3D2AA12,"COLD APPETIZERS","ワカモレチップス",1200,1
RB0120260404195033000,2026/04/04,20:47:02,12800,12800,1163,0,12800,1163,0,12800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,00:56:28,"A","大泉",CAA3B236485D44F2A8C16DA2C43BCF7B,"その他","tablecharge",600,2
RB0120260404195033000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAA3B236485D44F2A8C16DA2C43BCF7B,"その他","丸氷",100,2
RB0120260404195033000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAA3B236485D44F2A8C16DA2C43BCF7B,"ラム","ロンサカパ23",1500,2
RB0120260404195033000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAA3B236485D44F2A8C16DA2C43BCF7B,"NEW CLASSIC COCKTAIL","森のジントニック",1500,4
RB0120260404195033000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAA3B236485D44F2A8C16DA2C43BCF7B,"NEW CLASSIC COCKTAIL","サンセットソルティドッグ",1500,1
RB0120260404195033000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAA3B236485D44F2A8C16DA2C43BCF7B,"BAR SNACKS ","ビーツのフムス",900,1
RB0120260404210708000,2026/04/04,22:50:17,12900,12900,1172,0,12900,1172,0,12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,01:43:09,"C","大泉",CFDE14E090674A638EF74B49F78BDCA0,"その他","tablecharge",600,2
RB0120260404210708000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFDE14E090674A638EF74B49F78BDCA0,"FRUITS COCKTAIL","ローズガーデン",1500,2
RB0120260404210708000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFDE14E090674A638EF74B49F78BDCA0,"FRUITS COCKTAIL","トロピカルヴェール",1500,3
RB0120260404210708000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFDE14E090674A638EF74B49F78BDCA0,"DESSERT COCKTAIL","キャラメルナッツキャデラック",1500,1
RB0120260404210708000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFDE14E090674A638EF74B49F78BDCA0,"HOT APPETIZERS","マティポテ",1300,1
RB0120260404210708000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFDE14E090674A638EF74B49F78BDCA0,"HOT APPETIZERS","カマンベールフォンデュ",1400,1
RB0120260404213617000,2026/04/04,22:52:19,4900,4900,445,0,4900,445,0,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,01:16:01,"5, 6","大泉",BE15995EE40C48028F4011B4263DB929,"その他","tablecharge",600,2
RB0120260404213617000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE15995EE40C48028F4011B4263DB929,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1
RB0120260404213617000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE15995EE40C48028F4011B4263DB929,"FRUITS COCKTAIL","ローズガーデン",1500,1
RB0120260404213617000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE15995EE40C48028F4011B4263DB929,"BAR SNACKS ","キャンディピーカン",700,1
RB0120260404210733000,2026/04/04,23:12:39,13600,13600,1236,0,13600,1236,0,13600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,02:05:06,"E","大泉",418E6A04D5C94EFBA936A618E6215EAE,"その他","tablecharge",600,2
RB0120260404210733000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418E6A04D5C94EFBA936A618E6215EAE,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1
RB0120260404210733000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418E6A04D5C94EFBA936A618E6215EAE,"NEW CLASSIC COCKTAIL","カルヴァドスモヒート",1500,1
RB0120260404210733000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418E6A04D5C94EFBA936A618E6215EAE,"NEW CLASSIC COCKTAIL","サンセットソルティドッグ",1500,1
RB0120260404210733000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418E6A04D5C94EFBA936A618E6215EAE,"JAPANESE COCKTAIL","桜ブロッサム",1900,1
RB0120260404210733000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418E6A04D5C94EFBA936A618E6215EAE,"FRUITS COCKTAIL","ローズガーデン",1500,1
RB0120260404210733000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418E6A04D5C94EFBA936A618E6215EAE,"FRUITS COCKTAIL","トロピカルヴェール",1500,1
RB0120260404210733000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418E6A04D5C94EFBA936A618E6215EAE,"DESSERT COCKTAIL","ティラミスロブロイ",1500,1
RB0120260404210733000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418E6A04D5C94EFBA936A618E6215EAE,"DESSERT COCKTAIL","ソイ抹茶アレキサンダー",1500,1
RB0120260404231545000,2026/04/04,23:49:14,3000,3000,272,0,3000,272,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,00:33:29,"5, 6","大泉",9DAA587EBA77405DBEAED51EE3020D24,"未設定","No charge",0,2
RB0120260404231545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9DAA587EBA77405DBEAED51EE3020D24,"NEW CLASSIC COCKTAIL","オーチャードマティーニ",1500,1
RB0120260404231545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9DAA587EBA77405DBEAED51EE3020D24,"NEW CLASSIC COCKTAIL","オリエンタルアフタヌーン",1500,1
RB0120260404222342000,2026/04/04,23:50:22,8400,8400,763,0,8400,763,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,01:26:40,"D","大泉",81EA8EC90CF7452E8ED4DB0D758CA6CE,"その他","tablecharge",600,3
RB0120260404222342000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81EA8EC90CF7452E8ED4DB0D758CA6CE,"ビール","ガージェリー",1300,1
RB0120260404222342000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81EA8EC90CF7452E8ED4DB0D758CA6CE,"JAPANESE COCKTAIL","桜ブロッサム",1900,1
RB0120260404222342000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81EA8EC90CF7452E8ED4DB0D758CA6CE,"JAPANESE COCKTAIL","桜ブロッサム",1900,1
RB0120260404222342000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81EA8EC90CF7452E8ED4DB0D758CA6CE,"FRUITS COCKTAIL","ローズガーデン",1500,1
RB0120260404235920000,2026/04/05,00:07:00,4200,4200,381,0,4200,381,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,00:07:40,"A","大泉",5A16E8287DC944BB96BB7CB5B8184E3D,"その他","tablecharge",600,2
RB0120260404235920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5A16E8287DC944BB96BB7CB5B8184E3D,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1
RB0120260404235920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5A16E8287DC944BB96BB7CB5B8184E3D,"NEW CLASSIC COCKTAIL","カルヴァドスモヒート",1500,1
RB0120260404232050000,2026/04/05,01:23:32,6400,6400,581,0,6400,581,0,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,02:02:42,"8","大泉",5EEC93B15EF244B380526E3911287FA6,"未設定","No charge",0,1
RB0120260404232050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5EEC93B15EF244B380526E3911287FA6,"ウイスキー","グレンアラヒー8年",1600,1
RB0120260404232050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5EEC93B15EF244B380526E3911287FA6,"ジャパニーズウイスキー","余市",1800,1
RB0120260404232050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5EEC93B15EF244B380526E3911287FA6,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1
RB0120260404232050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5EEC93B15EF244B380526E3911287FA6,"NEW CLASSIC COCKTAIL","カルヴァドスモヒート",1500,1
RB0120260405195655000,2026/04/05,21:34:43,7800,7800,709,0,7800,709,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,01:37:48,"E","大泉",1AAD870762D441DB9B07642426A2820C,"その他","tablecharge",600,2
RB0120260405195655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AAD870762D441DB9B07642426A2820C,"その他","丸氷",100,1
RB0120260405195655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AAD870762D441DB9B07642426A2820C,"ドリンク","梅酒",1200,1
RB0120260405195655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AAD870762D441DB9B07642426A2820C,"NEW CLASSIC COCKTAIL","オリエンタルアフタヌーン",1500,1
RB0120260405195655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AAD870762D441DB9B07642426A2820C,"JAPANESE COCKTAIL","焙煎ファッションド",1900,1
RB0120260405195655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AAD870762D441DB9B07642426A2820C,"JAPANESE COCKTAIL","焙煎ファッションド",1900,1
RB0120260405211138000,2026/04/05,22:13:38,10300,10300,936,0,10300,936,0,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,01:02:00,"4, 5","大泉",E2A6574A75FC4F0E97478F68E0682BE5,"その他","tablecharge",600,2
